number,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,original_c,original_i,original_o,stander_c,stander_i,stander_o,total
50016,3,1,2,3,1,1,3,3,2,5,2,2,3,2,2,1,2,2,5,2,3,1,4,3,2,2,2,1,5,15,10,10,6,5,5,35
50017,1,1,4,3,3,2,3,2,1,4,5,4,4,2,2,3,3,1,2,2,3,1,2,2,2,3,1,1,2,15,5,8,6,1,4,28
50018,1,2,2,2,1,1,4,2,1,5,1,1,2,3,3,2,3,2,2,3,2,1,2,1,1,1,3,1,3,12,16,12,5,8,6,40
50019,1,2,2,2,1,1,4,3,1,5,1,2,4,3,2,3,3,2,3,3,1,3,2,4,2,1,3,1,2,16,4,13,6,1,7,33
50020,1,2,2,2,1,1,4,2,1,4,1,2,3,3,2,5,5,2,2,2,1,1,2,3,2,3,1,1,1,21,6,4,9,2,2,31
50021,1,1,1,3,3,3,4,2,2,4,3,4,4,4,3,3,4,2,2,3,1,2,2,2,1,2,2,3,2,13,16,16,5,8,8,45
50022,3,2,3,3,3,2,3,3,1,5,3,5,4,3,3,2,2,5,2,2,3,2,3,3,3,2,1,1,2,14,5,9,6,1,5,28
50023,1,2,2,3,3,2,4,3,2,4,2,4,4,3,2,2,5,2,2,2,3,1,2,2,2,2,3,1,2,11,3,11,4,1,6,25
50024,1,1,4,2,3,2,4,5,1,4,4,4,2,2,1,4,2,1,2,3,3,2,2,2,3,1,1,6,2,20,15,13,8,8,7,48
50025,1,1,5,3,3,2,4,2,1,3,4,5,4,3,2,3,3,2,2,3,1,1,2,2,3,2,3,1,2,16,4,9,6,1,5,29
50027,1,4,2,2,2,1,4,2,2,4,5,4,4,2,4,4,4,3,2,5,3,2,1,2,1,2,1,1,2,15,10,16,6,5,8,41
50028,1,4,2,2,3,2,4,2,1,5,5,5,4,3,4,3,2,3,2,4,3,1,2,2,2,2,3,1,4,7,9,12,2,2,6,28
50029,1,1,1,4,3,5,4,1,1,4,5,4,5,4,3,4,2,2,2,3,2,2,2,3,3,2,1,2,3,12,9,8,5,2,4,29
50030,1,4,2,3,3,2,4,1,1,4,1,2,2,3,2,2,1,2,2,3,2,2,2,2,2,3,3,1,2,16,8,11,6,3,6,35
50031,1,1,2,3,3,2,4,2,2,3,4,4,4,3,2,3,3,2,2,2,1,1,2,2,2,2,3,1,1,15,12,14,6,6,7,41
50032,1,1,3,3,3,2,4,4,1,4,3,2,5,4,3,5,3,2,5,4,4,2,3,1,3,2,3,3,3,11,10,10,4,5,5,31
50033,1,4,2,2,3,1,4,2,1,4,1,5,5,3,3,2,3,2,2,3,3,1,1,2,1,2,2,1,1,15,8,10,6,3,5,33
50034,1,4,4,2,2,1,5,2,1,4,3,4,4,3,1,3,5,2,1,3,3,1,2,2,2,2,4,1,2,12,6,13,5,2,7,31
50035,1,1,2,4,3,4,4,2,3,3,3,4,4,3,4,4,3,1,3,4,1,3,3,3,5,2,3,3,3,11,15,20,4,8,10,46
50036,3,4,4,2,2,2,3,3,2,5,4,4,4,3,2,4,2,2,2,3,3,1,2,3,3,2,2,6,3,18,11,11,7,5,6,40
50037,1,1,1,3,3,3,4,2,1,5,3,5,5,4,4,3,3,2,2,3,3,1,1,4,2,2,2,6,3,16,8,11,6,3,6,35
50038,5,3,5,4,3,4,4,2,1,6,1,4,4,4,2,3,5,1,2,3,3,1,2,4,1,1,5,1,2,16,14,10,6,7,5,40
50039,3,1,5,4,3,2,3,3,3,4,4,4,2,3,3,2,3,2,2,3,3,1,3,4,3,1,2,1,3,12,10,15,5,5,8,37
50041,1,1,1,3,3,2,5,2,2,4,5,4,4,3,2,3,4,2,2,3,1,1,2,3,2,1,5,1,2,16,6,9,6,2,5,31
50043,1,1,2,3,3,3,4,1,1,4,1,5,5,4,3,4,1,2,2,5,3,2,2,2,3,2,3,1,5,12,7,14,5,3,7,33
50044,1,2,1,3,3,3,5,2,2,4,3,5,4,4,3,5,5,2,2,3,2,3,3,2,2,4,5,3,5,9,13,16,3,6,8,38
50045,1,4,2,3,3,3,4,2,1,4,1,4,4,3,2,2,3,5,2,3,1,2,1,4,2,1,3,4,5,20,12,9,8,6,5,41
50046,1,1,5,4,3,5,3,2,1,5,3,5,3,2,4,4,3,4,2,3,3,2,3,4,2,2,2,1,2,15,9,10,6,2,5,34
50049,2,1,4,3,3,3,4,2,2,4,1,5,5,1,3,5,3,2,2,5,3,2,2,4,2,2,2,1,5,14,10,11,6,5,6,35
50050,1,1,3,3,3,3,4,3,1,4,4,4,4,3,3,5,4,2,2,5,3,2,2,4,3,4,2,1,3,17,6,10,7,2,5,33
50051,1,1,2,3,3,2,4,2,2,5,1,2,5,3,3,4,5,1,2,3,1,2,3,2,2,1,3,1,3,15,12,10,6,6,5,37
50052,1,1,2,3,3,3,4,1,1,4,3,5,5,1,5,3,3,2,3,5,1,1,4,4,4,2,2,3,3,16,10,12,6,5,6,38
50053,2,1,2,3,3,3,4,1,1,4,3,5,4,4,3,4,3,2,2,5,1,1,3,2,2,2,5,3,3,10,12,8,4,6,4,30
50056,1,4,2,3,3,3,4,1,3,4,5,4,4,3,2,4,3,2,2,3,1,2,2,2,2,2,2,1,2,18,9,10,7,2,5,37
50057,1,1,3,3,3,2,4,2,1,3,5,5,5,2,3,2,2,3,2,3,3,2,2,2,3,2,2,1,2,14,11,12,6,5,6,37
50058,1,1,3,3,3,3,4,2,1,4,4,4,2,3,2,3,5,3,1,2,1,1,2,2,2,3,2,3,2,17,7,14,7,3,7,38
50059,1,1,2,3,3,2,4,2,2,4,4,5,5,3,4,4,3,2,5,4,3,1,2,4,3,2,4,3,3,13,8,13,5,3,7,34
50060,1,2,3,2,3,2,4,2,1,5,2,4,5,5,3,5,3,1,2,5,3,1,3,4,2,2,5,1,3,14,10,9,6,5,5,33
50061,1,2,2,2,2,1,5,3,2,5,5,4,4,4,3,5,4,2,2,3,1,1,3,2,2,2,3,1,3,14,11,12,6,5,6,37
50062,1,2,2,3,3,2,4,2,1,4,4,2,4,2,2,2,3,2,3,3,1,1,2,2,2,2,1,1,3,14,7,9,6,3,5,30
50063,1,1,4,2,1,2,4,2,1,4,1,4,5,4,3,5,5,2,2,5,1,3,4,5,3,3,5,6,2,14,11,13,6,5,7,38
50064,1,4,5,3,3,2,4,1,2,4,1,5,5,4,4,3,3,2,3,4,3,3,4,2,2,2,2,3,4,9,16,21,3,8,10,46
50066,1,4,2,3,3,2,4,3,1,4,1,5,5,2,3,4,2,2,2,5,3,2,2,4,1,2,1,6,2,14,2,10,6,1,5,26
50067,1,1,2,4,3,3,4,3,1,3,1,4,5,3,3,4,3,2,2,3,1,1,4,4,2,2,1,1,2,13,7,15,5,3,8,35
50070,1,1,3,3,3,2,4,2,1,4,3,4,4,4,2,3,2,3,2,3,1,1,2,2,2,4,2,1,2,16,11,12,6,5,6,39
50071,1,4,2,3,3,2,4,2,3,4,1,4,4,4,3,3,3,2,2,3,3,1,2,4,2,2,1,1,3,14,10,13,6,5,7,37
50072,1,1,2,2,3,1,4,3,1,4,1,5,5,3,4,5,3,2,3,5,3,1,3,4,1,2,3,3,3,10,8,11,4,3,6,29
50073,1,2,2,3,3,2,3,2,4,5,3,4,5,2,3,4,3,3,5,5,3,3,3,2,1,2,4,3,2,9,12,13,3,6,7,34
50074,1,2,2,3,3,2,3,1,1,5,2,2,5,3,2,2,3,1,2,4,3,2,5,2,2,2,3,1,4,17,4,10,7,1,5,31
50076,1,1,2,2,3,2,4,2,2,5,4,4,5,2,2,3,3,3,3,3,1,1,2,2,1,2,3,3,2,13,14,13,5,7,7,40
50077,1,1,1,3,3,3,3,2,1,4,1,4,4,2,3,3,2,3,2,3,1,1,2,2,1,2,1,1,2,18,7,10,7,3,5,35
50078,1,1,2,2,1,2,4,2,1,5,1,4,4,4,2,2,1,2,2,3,3,2,2,2,2,2,1,1,2,14,10,14,6,5,7,38
50079,1,3,2,2,3,2,5,2,2,5,1,5,5,4,2,3,2,2,2,3,1,1,1,2,2,2,1,3,3,15,7,11,6,3,6,33
50080,1,1,3,2,1,2,4,3,1,4,4,4,4,4,2,2,3,2,2,3,1,1,3,2,1,1,3,1,1,13,17,12,5,9,6,42
50081,1,2,2,2,3,2,5,2,2,4,1,4,5,4,2,4,1,3,2,5,1,1,3,2,2,2,3,1,2,19,8,8,8,3,4,35
50083,1,2,4,3,3,2,4,2,1,3,1,5,5,1,5,5,5,3,3,4,2,2,4,4,4,2,5,3,5,13,12,12,5,6,6,37
50084,1,1,1,2,3,2,4,2,2,4,1,5,5,4,4,3,3,2,2,4,3,2,3,4,4,2,3,3,5,15,6,13,6,2,7,34
50085,1,1,1,4,3,4,4,1,1,3,1,5,5,4,3,5,4,2,2,5,1,5,3,1,4,2,1,3,3,8,17,20,3,9,10,45
50086,1,2,2,4,3,5,3,3,1,5,4,5,5,2,2,2,3,1,2,3,1,1,2,2,2,2,4,1,2,8,13,13,3,6,7,34
50087,1,4,2,3,3,3,4,1,2,3,3,5,5,4,3,3,2,2,2,3,3,2,3,2,3,2,3,1,3,14,13,15,6,6,8,42
50088,1,1,5,3,3,3,4,2,2,4,1,2,4,3,2,4,1,3,2,2,1,2,2,2,2,2,3,1,3,17,6,13,7,2,7,36
50089,1,4,2,3,3,2,4,1,1,4,1,4,2,4,3,3,3,2,1,3,3,1,2,3,2,2,3,3,2,15,8,15,6,3,8,38
50091,1,4,2,3,3,2,4,1,1,3,1,4,5,4,1,2,3,2,2,4,1,1,1,3,2,5,4,1,1,16,6,8,6,2,4,30
50092,1,1,2,3,3,3,4,1,2,4,1,2,4,3,2,2,3,2,2,3,3,1,3,4,2,3,2,3,3,14,12,19,6,6,10,45
50095,1,1,2,3,3,3,4,1,2,4,4,4,4,4,2,2,3,2,2,3,3,2,2,2,3,2,1,1,2,9,8,15,3,3,8,32
50096,1,1,2,3,3,3,5,2,2,3,1,5,5,5,3,2,5,2,2,3,1,2,4,4,2,5,2,1,3,21,5,8,9,1,4,34
50098,1,4,4,3,3,2,4,3,1,4,2,2,2,4,2,4,5,3,2,2,3,1,2,2,2,3,3,1,2,16,8,8,6,3,4,32
50099,1,1,2,3,3,3,3,3,1,3,3,5,5,4,3,4,1,3,1,3,3,2,4,3,2,2,3,1,3,12,11,13,5,5,7,36
50101,1,1,1,3,3,2,4,2,2,4,4,4,4,2,3,4,4,2,2,3,1,1,2,2,2,1,5,1,2,15,6,13,6,2,7,34
50103,1,1,2,3,3,3,4,1,1,5,4,5,5,4,3,3,3,3,2,3,1,2,3,3,2,2,2,1,2,14,11,8,6,5,4,33
50107,1,1,2,3,3,2,5,2,1,5,3,4,5,4,3,4,4,2,1,1,1,2,3,1,1,4,1,1,2,17,8,14,7,3,7,39
50108,1,1,2,4,3,5,3,1,2,5,5,5,5,2,3,4,1,5,2,3,1,2,4,1,2,2,1,3,2,15,10,14,6,5,7,39
50109,1,4,2,3,3,3,5,2,1,3,1,4,4,4,2,4,2,3,2,3,1,1,3,2,2,1,5,1,2,15,5,10,6,1,5,30
50111,1,2,2,3,3,3,5,2,1,4,1,4,5,2,2,4,1,2,2,3,3,2,3,3,3,2,2,2,3,15,10,11,6,5,6,36
50112,1,1,2,4,3,5,3,1,1,4,3,5,5,3,3,3,3,2,2,3,1,1,2,1,2,2,1,1,2,18,6,11,7,2,6,35
50113,1,1,2,4,3,5,3,2,2,4,1,2,5,4,3,1,3,3,5,5,1,2,3,1,2,1,4,3,3,11,6,15,4,2,8,32
50114,1,1,2,3,3,2,4,1,2,3,4,5,5,2,4,2,3,1,3,5,1,3,4,4,3,2,1,1,3,13,5,11,5,1,6,29
50116,1,4,5,4,3,5,3,1,1,5,5,5,5,4,3,3,5,3,2,5,1,1,2,2,2,2,1,1,2,12,17,10,5,9,5,39
50117,5,4,1,3,3,2,4,2,1,3,3,5,5,5,3,3,5,2,2,5,1,1,1,4,1,5,5,4,3,14,9,12,6,2,6,35
50118,2,1,3,4,2,5,3,2,1,4,3,4,4,3,3,4,1,1,2,3,1,2,2,2,1,2,1,1,2,18,7,5,7,3,3,30
50120,2,2,2,3,3,3,4,1,2,3,3,5,5,2,4,5,3,2,2,4,1,3,4,1,2,2,2,3,3,10,6,12,4,2,6,28
50122,1,4,2,3,3,3,4,2,2,4,1,2,5,4,2,2,3,2,3,3,1,1,2,2,2,2,4,1,3,14,8,15,6,3,8,37
50123,1,1,2,4,3,4,3,2,1,5,1,2,4,3,2,4,3,2,2,3,1,1,2,4,2,3,2,1,3,12,13,14,5,6,7,39
50124,1,1,2,4,3,5,3,1,2,4,3,5,5,3,3,3,4,5,2,3,1,1,3,2,2,2,5,3,3,9,13,16,3,6,8,38
50125,1,1,2,3,3,2,4,2,2,5,3,5,5,2,3,5,4,3,1,2,1,2,2,2,2,2,2,1,2,18,9,12,7,2,6,39
50126,1,2,2,2,3,2,3,2,2,4,1,4,2,4,3,3,4,3,1,3,1,1,3,4,1,2,1,1,3,11,10,11,4,5,6,32
50127,1,2,4,3,3,3,4,2,1,4,2,5,5,2,5,3,4,3,1,2,3,2,2,3,2,2,1,2,2,17,8,11,7,3,6,36
50128,1,1,5,3,3,5,3,2,2,5,4,1,1,2,4,4,1,3,2,5,1,2,4,4,2,2,1,3,2,12,7,17,5,3,9,36
50129,1,1,2,3,3,2,4,3,2,4,5,5,5,3,3,5,3,1,2,3,1,2,3,4,2,2,1,3,3,15,10,12,6,5,6,37
50130,1,4,4,3,2,2,4,2,2,5,4,5,4,3,2,2,3,2,3,2,4,2,3,2,4,2,4,4,3,11,9,16,4,2,8,36
50131,1,4,2,3,3,2,4,2,1,4,3,5,5,4,4,4,3,2,2,3,1,2,3,2,2,2,1,1,5,15,10,13,6,5,7,38
50136,1,1,3,2,3,2,4,2,2,5,1,3,5,4,3,4,2,3,2,2,1,1,2,2,2,2,1,1,2,15,9,8,6,2,4,32
50137,1,2,2,2,3,2,4,2,2,5,5,5,5,4,3,5,3,5,2,3,1,2,3,1,2,2,2,3,2,12,13,9,5,6,5,34
50138,1,2,5,3,1,2,4,3,1,4,4,5,5,2,3,5,5,5,2,5,1,2,4,4,2,2,1,3,2,9,14,16,3,7,8,39
50140,1,1,3,2,1,2,4,2,2,4,1,4,5,3,3,3,3,2,2,3,2,2,3,3,2,2,3,3,2,16,10,12,6,5,6,38
50141,1,1,2,2,3,2,4,2,1,4,1,2,5,3,2,4,4,3,2,3,1,1,2,2,1,2,3,1,2,16,4,11,6,1,6,31
50143,1,4,3,3,3,2,4,2,1,4,5,5,5,4,2,3,1,3,2,5,3,2,4,4,2,2,2,1,2,13,12,14,5,6,7,39
50146,1,1,5,3,3,3,4,2,1,4,5,5,5,2,2,4,1,2,2,5,1,2,2,4,2,2,4,1,2,12,10,12,5,5,6,34
50147,1,1,3,4,3,4,3,3,1,4,3,5,4,3,2,4,1,1,2,5,3,1,2,1,2,2,1,3,2,15,12,14,6,6,7,41
50148,1,4,2,3,3,3,5,1,1,5,3,5,5,4,4,4,3,2,3,5,1,3,4,2,2,5,4,3,3,9,16,13,3,8,7,38
50150,2,4,3,3,3,2,4,2,1,5,1,2,4,4,2,2,3,2,2,3,2,2,1,1,2,2,3,4,2,11,3,11,4,1,6,25
50151,1,4,1,3,3,3,5,2,2,4,1,2,2,4,3,3,2,2,2,3,2,1,2,2,1,1,1,1,2,16,9,14,6,2,7,39
50152,1,1,4,3,3,2,4,2,2,4,4,5,4,3,2,3,2,2,2,3,1,1,2,4,2,3,1,5,2,16,9,13,6,2,7,38
50153,1,1,3,2,3,2,5,2,2,4,3,5,5,3,5,4,3,2,3,5,2,2,3,4,1,2,1,3,1,13,6,9,5,2,5,28
50155,1,1,2,3,3,2,5,2,1,4,3,5,5,1,3,4,3,2,2,5,3,2,2,2,2,1,3,1,3,11,10,10,4,5,5,31
50156,1,4,3,3,3,3,5,2,1,5,4,5,5,3,3,3,1,2,2,3,1,2,2,1,2,1,1,1,2,13,9,10,5,2,5,32
50157,1,2,2,3,3,3,4,3,1,5,4,5,5,3,3,2,3,2,2,3,1,1,4,4,1,2,1,1,2,14,7,12,6,3,6,33
50159,1,1,1,3,3,3,5,3,3,4,3,5,5,3,4,3,1,1,2,4,1,2,2,4,3,2,1,1,3,5,14,13,1,7,7,32
50160,2,1,4,3,3,2,4,1,2,4,1,5,5,3,4,3,3,2,2,5,1,2,2,1,2,2,1,1,2,14,11,11,6,5,6,36
50161,1,1,1,3,3,3,4,2,3,4,5,5,5,3,4,2,2,1,2,3,1,2,3,2,3,2,1,1,2,12,11,14,5,5,7,37
50162,1,1,1,3,3,3,4,1,1,2,1,4,2,2,4,2,2,2,2,2,2,3,3,3,3,2,1,1,2,11,10,14,4,5,7,35
50164,2,2,2,4,3,5,4,1,1,4,5,5,5,5,2,4,2,1,2,3,1,1,3,4,2,1,4,1,2,17,14,7,7,7,4,38
50166,1,2,2,2,1,2,3,2,1,5,4,4,4,3,1,4,2,2,1,3,3,1,2,4,2,2,2,1,1,18,15,11,7,8,6,44
50167,1,4,1,3,3,3,5,2,2,3,3,5,5,3,3,3,1,2,2,3,3,1,2,2,1,2,3,1,2,18,11,4,7,5,2,33
50169,1,4,3,3,3,2,4,2,1,4,1,4,4,2,2,4,3,2,2,3,3,2,3,1,1,2,3,1,1,11,11,13,4,5,7,35
50171,1,4,4,3,3,2,4,2,1,4,1,4,5,3,3,2,3,2,2,3,3,1,3,4,2,2,2,3,3,13,7,13,5,3,7,33
50172,1,1,5,2,3,2,3,3,1,5,4,5,5,2,4,4,2,2,2,5,1,2,3,2,2,2,1,3,2,6,16,12,2,8,6,34
50173,1,1,2,3,3,2,4,2,2,5,3,5,5,4,2,2,4,3,2,5,1,1,2,2,2,2,2,1,3,14,10,8,6,5,4,32
50174,1,1,4,3,3,2,4,2,1,5,1,5,4,2,3,2,3,2,2,2,3,2,3,2,2,2,3,2,2,16,7,11,6,3,6,34
50175,1,1,1,3,3,3,4,3,1,4,5,5,5,2,3,5,4,2,2,3,1,1,1,2,1,2,1,3,4,18,8,6,7,3,3,32
50176,1,1,4,3,3,1,4,2,1,4,5,2,4,3,5,1,1,5,2,2,1,1,2,1,2,1,5,1,2,14,7,8,6,3,4,29
50177,1,2,2,5,3,2,4,1,3,5,3,4,5,4,3,4,1,2,2,3,2,1,4,4,1,1,1,1,2,15,12,17,6,6,9,44
50178,1,2,1,3,3,2,4,2,3,4,1,4,5,2,1,3,4,2,2,3,3,3,3,2,1,1,3,1,2,14,7,10,6,3,5,31
50180,1,4,2,2,3,2,4,1,1,3,1,4,5,4,3,2,5,2,2,5,1,1,2,2,2,2,5,1,3,15,12,6,6,6,3,33
50181,1,1,5,3,1,2,3,2,1,4,4,5,5,4,4,2,1,2,5,5,3,2,2,1,3,2,3,1,3,14,14,17,6,7,9,45
50184,1,1,2,3,3,2,4,2,1,4,1,2,4,3,3,4,2,2,2,3,3,2,3,2,3,2,1,1,3,20,13,8,8,6,4,41
50185,1,1,2,2,3,2,4,2,1,4,1,2,5,3,2,4,4,2,2,3,1,1,2,2,1,2,3,1,2,17,6,12,7,2,6,35
50187,1,4,2,3,3,2,4,4,2,3,3,5,5,4,4,3,2,3,2,3,1,2,3,4,1,2,1,3,2,14,11,8,6,5,4,33
50189,1,1,2,2,3,2,4,2,1,4,1,4,4,4,3,3,1,2,2,2,3,2,3,3,2,2,2,1,2,9,8,14,3,3,7,31
50190,1,1,5,3,3,2,4,2,1,3,3,2,5,4,2,3,5,5,2,2,1,1,3,4,2,2,3,6,2,15,9,12,6,2,6,36
50191,1,1,5,3,2,2,4,3,1,4,3,5,5,3,3,4,2,3,1,5,2,1,3,4,1,2,1,3,2,16,11,13,6,5,7,40
50192,1,4,2,3,3,2,4,2,3,5,4,5,5,2,3,2,2,3,2,3,1,2,3,4,3,2,1,3,3,14,5,12,6,1,6,31
50193,1,1,4,2,3,2,4,3,2,4,1,2,4,2,3,4,4,5,2,5,1,1,4,4,1,2,1,1,3,13,8,9,5,3,5,30
50194,1,4,2,2,2,2,4,2,2,5,5,5,5,2,2,2,3,2,2,3,3,2,3,1,2,1,3,1,2,18,8,8,7,3,4,34
50196,1,4,5,4,5,5,3,1,2,4,1,4,4,2,3,3,2,2,2,3,3,2,2,2,2,2,3,1,2,9,8,18,3,3,9,35
50197,1,1,2,3,1,2,4,2,1,4,3,4,4,4,3,4,2,2,2,3,1,2,3,4,1,2,1,1,3,13,12,10,5,6,5,35
50198,1,1,2,3,3,2,4,2,2,5,4,4,5,4,4,2,3,2,2,5,3,1,3,4,2,2,2,3,2,15,10,8,6,5,4,33
50199,1,1,3,2,1,2,4,2,1,4,1,4,5,4,2,3,3,3,2,3,1,1,3,3,2,4,3,6,2,14,11,10,6,5,5,35
50200,1,2,4,3,3,2,4,2,1,4,1,4,5,3,2,3,4,2,3,3,1,2,2,3,2,2,3,2,2,12,13,16,5,6,8,41
50201,1,2,1,4,3,3,5,1,4,4,3,5,5,2,4,5,5,2,3,5,1,3,1,3,2,1,4,6,3,9,15,12,3,8,6,36
50202,1,4,1,3,3,3,4,1,3,4,1,5,5,1,4,4,3,3,5,5,1,3,4,4,1,2,1,3,3,11,12,12,4,6,6,35
50203,1,1,4,3,1,2,3,3,1,5,4,5,5,1,4,2,1,1,2,3,1,3,4,1,4,2,3,3,5,7,13,16,2,6,8,36
50204,1,4,1,3,3,2,4,2,2,4,1,3,5,3,2,4,3,3,2,3,3,1,2,2,2,2,4,1,2,16,6,10,6,2,5,32
50205,1,1,5,2,3,2,4,2,1,5,5,5,5,4,3,4,3,2,2,3,1,1,2,3,2,2,1,1,2,14,11,9,6,5,5,34
50206,1,3,2,3,3,2,3,1,1,4,3,5,5,3,3,4,3,2,2,3,1,1,1,2,1,2,1,1,2,16,6,7,6,2,4,29
50207,1,1,3,2,2,2,4,2,1,5,2,4,2,4,3,2,3,3,2,3,1,1,3,3,2,2,1,1,2,18,8,13,7,3,7,39
50208,1,1,3,3,3,3,4,3,1,4,3,2,4,3,2,2,2,2,2,3,3,1,3,2,2,2,1,1,2,15,5,12,6,1,6,32
50209,1,2,2,2,3,2,4,2,2,4,5,5,5,4,2,3,4,3,2,3,2,1,4,4,2,2,2,3,2,10,6,17,4,2,9,33
50211,1,1,5,3,1,3,4,1,3,5,3,5,5,4,3,4,3,4,2,3,3,1,3,4,2,2,2,3,2,12,8,13,5,3,7,33
50212,1,1,5,4,3,5,4,1,1,5,5,4,4,3,3,5,5,5,2,3,3,1,2,3,3,3,5,1,2,18,12,10,7,6,5,40
50213,1,1,2,3,3,2,4,2,1,5,1,4,4,3,2,4,2,2,2,3,1,2,2,2,2,2,2,1,2,19,12,14,8,6,7,45
50214,1,1,3,3,3,2,4,2,1,4,1,4,4,3,3,4,2,2,2,4,1,5,4,4,1,2,1,1,2,9,18,18,3,10,9,45
50216,1,1,2,3,3,3,3,2,2,4,3,4,2,2,2,4,4,2,2,3,1,2,3,2,2,2,1,3,2,13,15,15,5,8,8,43
50217,1,1,2,4,3,5,3,1,1,5,1,4,4,3,2,4,1,4,2,3,3,1,2,3,2,2,5,1,2,19,5,8,8,1,4,32
50218,1,1,2,3,3,4,3,1,1,4,3,5,2,3,3,1,3,1,2,4,1,2,2,4,2,2,3,3,2,18,9,10,7,2,5,37
50219,1,1,2,3,3,2,4,1,1,4,1,4,4,2,3,3,2,3,2,3,1,1,2,2,2,2,1,1,2,13,9,12,5,2,6,34
50221,1,2,2,3,3,3,4,2,1,5,3,4,5,4,3,4,3,1,2,3,1,1,4,4,2,2,1,3,3,14,6,12,6,2,6,32
50222,1,1,5,3,3,2,3,2,2,4,4,4,4,2,3,4,2,1,2,3,2,2,2,3,2,2,3,2,2,5,14,10,1,7,5,29
50223,1,1,2,3,3,2,4,2,2,2,4,2,4,2,2,4,3,2,2,3,1,1,2,2,1,3,2,1,2,14,9,10,6,2,5,33
50224,1,1,2,3,3,3,4,1,1,4,3,5,5,2,5,4,2,1,2,5,1,1,3,2,2,1,5,3,3,16,14,13,6,7,7,43
50225,1,3,2,4,3,4,3,2,3,3,3,5,5,2,5,4,2,2,3,5,1,2,3,2,3,2,3,3,5,7,14,17,2,7,9,38
50226,1,1,3,4,3,5,3,3,1,4,3,5,5,3,2,4,2,3,2,5,3,2,3,2,2,2,2,1,2,14,8,10,6,3,5,32
50227,1,1,5,4,3,5,4,3,2,4,1,4,5,2,3,3,5,3,2,2,2,1,3,2,3,2,3,2,2,16,6,15,6,2,8,37
50228,1,1,3,3,3,3,3,2,1,4,1,2,4,3,2,2,3,3,2,3,1,1,3,3,2,2,3,1,2,15,7,8,6,3,4,30
50229,1,1,2,3,3,3,3,2,1,5,1,2,4,4,2,2,2,1,2,3,1,1,2,4,2,2,3,4,5,19,9,7,8,2,4,35
50230,1,1,5,4,3,5,4,2,1,3,5,2,4,4,3,4,2,3,2,2,1,1,2,1,2,2,3,1,2,20,8,10,8,3,5,38
50231,1,1,3,3,3,2,4,1,1,5,3,5,5,2,3,5,3,2,2,2,1,2,4,4,3,2,3,4,3,16,7,15,6,3,8,38
50232,1,1,5,4,3,4,4,3,2,4,5,5,5,3,3,4,2,1,2,2,1,2,2,3,2,4,1,6,2,17,12,13,7,6,7,42
50233,1,1,3,4,3,5,4,1,1,4,5,5,5,3,3,2,3,2,2,4,1,1,3,3,2,2,1,4,3,15,10,14,6,5,7,39
50234,1,2,4,3,3,4,5,2,1,3,1,2,5,3,3,3,2,2,2,3,3,1,2,2,1,1,1,1,1,15,10,8,6,5,4,33
50235,1,1,2,4,3,5,4,2,2,3,3,2,4,4,3,3,2,1,2,2,1,1,2,2,2,2,3,3,1,12,6,10,5,2,5,28
50236,1,4,1,4,3,5,4,1,1,4,3,4,5,3,3,4,3,2,2,3,1,2,2,2,2,2,2,1,2,16,6,13,6,2,7,35
50237,1,1,4,3,3,3,4,2,2,4,1,4,5,3,3,1,4,2,2,3,1,1,2,1,2,2,5,6,2,12,4,7,5,1,4,23
50238,2,1,2,4,3,3,4,1,1,4,5,2,4,3,1,5,3,2,2,3,1,3,2,3,3,2,1,1,2,14,12,10,6,6,5,36
50239,2,1,4,3,3,3,4,2,1,4,1,2,4,2,3,1,3,2,2,3,3,1,1,2,1,1,4,3,3,14,10,13,6,5,7,37
50241,1,2,3,3,3,3,4,2,1,4,3,4,5,3,2,3,2,3,2,5,3,2,3,2,2,4,3,1,2,16,5,13,6,1,7,34
50242,1,1,2,3,3,2,4,2,1,5,3,5,5,2,2,2,3,2,2,2,1,2,4,4,2,2,2,4,3,15,12,12,6,6,6,39
50244,1,1,2,3,3,3,4,2,1,4,1,5,4,4,2,3,2,2,2,3,1,2,2,1,2,2,1,2,2,15,9,4,6,2,2,28
50245,2,4,1,3,3,3,4,2,1,3,4,4,4,3,2,3,1,2,2,4,3,1,2,2,3,2,4,1,2,13,12,6,5,6,3,31
50246,1,1,3,3,3,3,5,2,2,4,3,5,5,2,3,2,3,2,2,4,1,2,3,4,3,2,3,3,3,10,10,11,4,5,6,31
50247,1,1,2,3,3,3,5,1,1,4,3,2,5,3,2,4,2,2,2,3,1,2,2,3,2,2,1,1,2,14,4,13,6,1,7,31
50249,2,1,3,4,3,4,5,2,1,4,2,2,2,4,2,3,3,2,2,3,1,1,2,2,2,1,3,1,3,23,5,4,10,1,2,32
50250,1,1,1,3,1,3,4,1,1,5,3,4,5,2,4,3,3,2,2,3,3,2,4,4,3,2,1,1,3,14,10,9,6,5,5,33
50252,1,4,3,3,3,2,5,2,1,4,5,5,5,3,3,2,5,3,2,3,3,1,3,3,2,2,2,6,3,19,12,9,8,6,5,40
50253,1,2,2,3,3,4,5,1,2,4,4,1,5,2,2,4,2,2,2,3,2,2,2,2,2,2,1,3,2,19,17,8,8,9,4,44
